root,file,ra,dec,srcid,msamet,slitid,grating,exptime,wmin,wmax,sn50,flux50,ctime,version,References,nRef,zfit,z,grade,reviewer,comment,thumb,slit_thumb,FITS,fnu,flam,has_v3,flam_v3
jades-gds06-v4,jades-gds06-v4_prism-clear_1286_168431.spec.fits,53.0921465,-27.8792232,168431,jw01286006001_02_msa.fits,206,PRISM_CLEAR,8534.5,0.55,5.5,53.7,6.121,50:37.8,0.9.5.dev2+g80b81b4,-,0,1.5298,1.5419,3,GBr,interactive fit 3 119 1.3 21,,,FITS   d2d,,,1,
jades-gds03-v4,jades-gds03-v4_prism-clear_1286_190909.spec.fits,53.0681289,-27.8371102,190909,jw01286003001_06_msa.fits,948,PRISM_CLEAR,8534.5,0.55,5.5,43.9,6.096,51:10.0,0.9.5.dev2+g80b81b4,-,0,1.0469,1.0469,3,Auto,Redshift matches jades-gds03-v3_g235m-f170lp_1286_190909 z=1.0447,,,FITS   d2d,,,1,
jades-gds-wide3-v4,jades-gds-wide3-v4_prism-clear_1180_195032.spec.fits,53.1617664,-27.8246329,195032,jw01180136001_03_msa.fits,481,PRISM_CLEAR,7440.3,0.55,5.5,95.6,6.026,56:52.6,0.9.5.dev2+g80b81b4,-,0,0.8055,0.834,3,GBr,interactive fit 3 300 1.3 21,,,FITS   d2d,,,1,
gds-udeep-v4,gds-udeep-v4_prism-clear_3215_200733.spec.fits,53.1071354,-27.80482,200733,jw03215001002_02_msa.fits,280,PRISM_CLEAR,99788,0.55,5.5,284.4,5.961,37:55.6,0.9.5.dev2+g80b81b4,-,0,2.8845,2.8776,3,GBr,interactive fit 2 189 1.3 11,,,FITS   d2d,,,1,
jades-gds06-v4,jades-gds06-v4_g395m-f290lp_1286_168431.spec.fits,53.0921465,-27.8792232,168431,jw01286006001_01_msa.fits,51,G395M_F290LP,8534.5,2.69,5.5,14.2,5.923,50:43.2,0.9.5.dev2+g80b81b4,-,0,1.5409,1.5409,3,Auto,Redshift matches jades-gds06-v3_g395m-f290lp_1286_168431 z=1.5413,,,FITS   d2d,,,1,
jades-gds05-v4,jades-gds05-v4_g140m-f070lp_1286_194535.spec.fits,53.1717191,-27.8257272,194535,jw01286005001_04_msa.fits,591,G140M_F070LP,8534.5,0.66,2.72,13.4,5.897,51:25.2,0.9.5.dev2+g80b81b4,-,0,1.7182,1.7182,3,Auto,Redshift matches jades-gds05-v3_g395m-f290lp_1286_194535 z=1.7186,,,FITS   d2d,,,1,
jades-gds04-v4,jades-gds04-v4_prism-clear_1286_168431.spec.fits,53.0921465,-27.8792232,168431,jw01286004001_06_msa.fits,836,PRISM_CLEAR,8534.5,0.55,5.5,59.9,5.869,10:22.2,0.9.5.dev2+g80b81b4,-,0,1.5361,1.5361,3,Auto,Redshift matches jades-gds06-v3_g395m-f290lp_1286_168431 z=1.5413,,,FITS   d2d,,,1,
jades-gds-w04-v4,jades-gds-w04-v4_prism-clear_1212_967.spec.fits,53.09657819,-27.85180453,967,jw01212054001_01_msa.fits,82,PRISM_CLEAR,2407.2,0.55,5.5,34.3,5.822,59:40.2,0.9.5.dev2+g80b81b4,-,0,1.8955,1.8955,3,Auto,Redshift matches jades-gds02-v3_prism-clear_1286_185040 z=1.8953,,,FITS   d2d,,,1,
jades-gds05-v4,jades-gds05-v4_g395m-f290lp_1286_202925.spec.fits,53.1630216,-27.7977271,202925,jw01286005001_05_msa.fits,696,G395M_F290LP,9191,2.81,5.5,28.2,5.66,50:09.8,0.9.5.dev2+g80b81b4,-,0,2.0001,2.0001,3,Auto,Redshift matches jades-gds05-v3_g395m-f290lp_1286_202925 z=1.9994,,,FITS   d2d,,,1,
gds-egami-ddt-v4,gds-egami-ddt-v4_prism-clear_6541_2022034.spec.fits,53.12024,-27.79892,2022034,jw06541001001_02_msa.fits,351,PRISM_CLEAR,24947,0.55,5.5,44.8,5.587,52:53.3,0.9.5.dev2+g80b81b4,-,0,2.6294,2.6294,3,Auto,Redshift matches gds-egami-ddt-v3_prism-clear_6541_2022034 z=2.6324,,,FITS   d2d,,,1,
jades-gds-w04-v4,jades-gds-w04-v4_g395h-f290lp_1212_967.spec.fits,53.09657819,-27.85180453,967,jw01212054001_01_msa.fits,82,G395H_F290LP,1750.7,2.83,4.39,2.6,5.44,59:44.6,0.9.5.dev2+g80b81b4,-,0,1.8835,1.8835,3,Auto,Redshift matches jades-gds-w04-v4_g235h-f170lp_1212_967 z=1.8937,,,FITS   d2d,,,0,
jades-gds05-v4,jades-gds05-v4_prism-clear_1286_202925.spec.fits,53.1630216,-27.7977271,202925,jw01286005001_02_msa.fits,180,PRISM_CLEAR,8534.5,0.55,5.5,77,5.219,50:03.5,0.9.5.dev2+g80b81b4,-,0,2.0044,2.0044,3,Auto,Redshift matches jades-gds05-v3_g395m-f290lp_1286_202925 z=1.9994,,,FITS   d2d,,,1,
jades-gds-w04-v4,jades-gds-w04-v4_g235h-f170lp_1212_5732.spec.fits,53.10035488,-27.87079192,5732,jw01212054001_01_msa.fits,48,G235H_F170LP,1604.8,1.66,2.44,5.2,5.115,59:52.8,0.9.5.dev2+g80b81b4,-,0,1.0099,1.0099,3,Auto,Redshift matches jades-gds-w04-v4_prism-clear_1212_5732 z=1.0161,,,FITS   d2d,,,0,
jades-gds02-v4,jades-gds02-v4_prism-clear_1286_185040.spec.fits,53.0965814,-27.8518033,185040,jw01286002001_06_msa.fits,897,PRISM_CLEAR,8534.5,0.55,5.5,52.4,5.054,10:03.0,0.9.5.dev2+g80b81b4,-,0,1.8949,1.8949,3,Auto,Redshift matches jades-gds02-v3_prism-clear_1286_185040 z=1.8953,,,FITS   d2d,,,1,
gds-rieke-v4,gds-rieke-v4_g235m-f170lp_1207_200754.spec.fits,53.130352,-27.805685,200754,jw01207003001_01_msa.fits,90,G235M_F170LP,7002.7,1.61,4.29,5.8,5.026,57:28.2,0.9.5.dev2+g80b81b4,-,0,1.1723,1.1723,3,Auto,Redshift matches gds-rieke-v3_g140m-f100lp_1207_200754 z=1.1727,,,FITS   d2d,,,1,
jades-gds06-v4,jades-gds06-v4_prism-clear_1286_167434.spec.fits,53.058649,-27.8806383,167434,jw01286006001_06_msa.fits,943,PRISM_CLEAR,8534.5,0.55,4.91,101.7,5.004,51:31.6,0.9.5.dev2+g80b81b4,-,0,1.5222,1.5489,3,GBr,interactive fit 3 189 1.3 21,,,FITS   d2d,,,1,
jades-gds-w04-v4,jades-gds-w04-v4_g395h-f290lp_1212_1609.spec.fits,53.10464755,-27.84541272,1609,jw01212054001_01_msa.fits,60,G395H_F290LP,1750.7,2.83,4.31,4.4,4.978,59:34.1,0.9.5.dev2+g80b81b4,-,0,1.0442,1.0442,3,Auto,Redshift matches jades-gds-w04-v4_prism-clear_1212_1609 z=1.0460,,,FITS   d2d,,,0,
jades-gds06-v4,jades-gds06-v4_g235m-f170lp_1286_167434.spec.fits,53.058649,-27.8806383,167434,jw01286006001_05_msa.fits,769,G235M_F170LP,8534.5,1.6,4.32,20.3,4.84,51:47.8,0.9.5.dev2+g80b81b4,-,0,1.5509,1.5509,3,Auto,Redshift matches jades-gds06-v4_prism-clear_1286_167434 z=1.5489,,,FITS   d2d,,,1,
gds-rieke-v4,gds-rieke-v4_g140m-f100lp_1207_201306.spec.fits,53.123138,-27.80346,201306,jw01207003001_01_msa.fits,62,G140M_F100LP,14005.3,0.96,2.42,25.1,4.778,58:21.9,0.9.5.dev2+g80b81b4,-,0,2.3432,2.3432,3,Auto,Redshift matches gds-rieke-v3_g140m-f100lp_1207_201306 z=2.3434,,,FITS   d2d,,,1,
jades-gds-w04-v4,jades-gds-w04-v4_prism-clear_1212_5732.spec.fits,53.10035488,-27.87079192,5732,jw01212054001_01_msa.fits,48,PRISM_CLEAR,2407.2,0.55,5.5,47.5,4.774,59:46.3,0.9.5.dev2+g80b81b4,-,0,1.0129,1.0161,3,GBr,interactive fit 3 75 1.3 21,,,FITS   d2d,,,0,
jades-gds06-v4,jades-gds06-v4_g395m-f290lp_1286_167434.spec.fits,53.058649,-27.8806383,167434,jw01286006001_05_msa.fits,769,G395M_F290LP,8534.5,2.69,5.5,32.8,4.709,51:39.5,0.9.5.dev2+g80b81b4,-,0,1.5512,1.5512,3,Auto,Redshift matches jades-gds06-v3_g140m-f070lp_1286_167434 z=1.5526,,,FITS   d2d,,,1,
jades-gds04-v4,jades-gds04-v4_g395m-f290lp_1286_161558.spec.fits,53.0544278,-27.8950352,161558,jw01286004001_01_msa.fits,100,G395M_F290LP,8534.5,2.69,5.5,14.6,4.689,49:40.2,0.9.5.dev2+g80b81b4,-,0,2.0082,2.0082,3,Auto,Redshift matches jades-gds04-v3_g140m-f070lp_1286_161558 z=2.0087,,,FITS   d2d,,,1,
gds-udeep-v4,gds-udeep-v4_g395m-f290lp_3215_199773.spec.fits,53.1632408,-27.8090567,199773,jw03215001002_01_msa.fits,94,G395M_F290LP,166313.3,2.69,5.5,109.9,4.636,49:40.3,0.9.5.dev2+g80b81b4,-,0,2.8214,2.8214,3,Auto,Redshift matches jades-gds-wide3-v3_g395m-f290lp_1180_199773 z=2.8204,,,FITS   d2d,,,1,
gds-rieke-v4,gds-rieke-v4_g140m-f100lp_1207_194061.spec.fits,53.098595,-27.827261,194061,jw01207004001_01_msa.fits,41,G140M_F100LP,7002.7,0.96,2.24,11,4.623,56:23.6,0.9.5.dev2+g80b81b4,-,0,0.5776,0.5776,3,Auto,Redshift matches gds-rieke-v3_g235m-f170lp_1207_194061 z=0.5779,,,FITS   d2d,,,1,
jades-gds-w04-v4,jades-gds-w04-v4_g235h-f170lp_1212_6792.spec.fits,53.09726935,-27.86585286,6792,jw01212054001_01_msa.fits,57,G235H_F170LP,1604.8,1.7,2.51,0.5,4.609,59:45.6,0.9.5.dev2+g80b81b4,-,0,3.47,3.47,3,Auto,Redshift matches jades-gds-w04-v4_prism-clear_1212_6792 z=3.4722,,,FITS   d2d,,,0,
jades-gds-w04-v4,jades-gds-w04-v4_prism-clear_1212_6792.spec.fits,53.09726935,-27.86585286,6792,jw01212054001_01_msa.fits,57,PRISM_CLEAR,2407.2,0.55,5.5,28.1,4.539,59:40.5,0.9.5.dev2+g80b81b4,-,0,3.4722,3.4722,3,GBr,maybe FUV absorption,,,FITS   d2d,,,0,
jades-gds-w04-v4,jades-gds-w04-v4_g395h-f290lp_1212_6792.spec.fits,53.09726935,-27.86585286,6792,jw01212054001_01_msa.fits,57,G395H_F290LP,1750.7,2.88,4.23,1.2,4.519,59:42.9,0.9.5.dev2+g80b81b4,-,0,3.4703,3.4703,3,Auto,Redshift matches jades-gds-w04-v4_prism-clear_1212_6792 z=3.4722,,,FITS   d2d,,,0,
jades-gds-w04-v4,jades-gds-w04-v4_prism-clear_1212_1609.spec.fits,53.10464755,-27.84541272,1609,jw01212054001_01_msa.fits,60,PRISM_CLEAR,2407.2,0.55,5.5,51.7,4.469,59:30.6,0.9.5.dev2+g80b81b4,-,0,1.046,1.046,3,GBr,,,,FITS   d2d,,,0,
jades-gds02-v4,jades-gds02-v4_g140m-f070lp_1286_163028.spec.fits,53.0996295,-27.8906687,163028,jw01286002001_01_msa.fits,92,G140M_F070LP,8534.5,0.66,2.61,18.3,4.41,47:41.7,0.9.5.dev2+g80b81b4,-,0,1.588,1.588,3,Auto,Redshift matches jades-gds02-v3_g140m-f070lp_1286_163028 z=1.5880,,,FITS   d2d,,,1,
gds-udeep-v4,gds-udeep-v4_prism-clear_3215_199773.spec.fits,53.1632408,-27.8090567,199773,jw03215001002_02_msa.fits,270,PRISM_CLEAR,157997.7,0.55,5.5,322,4.408,49:21.2,0.9.5.dev2+g80b81b4,-,0,2.8211,2.8211,3,Auto,Redshift matches jades-gds-wide3-v3_g395m-f290lp_1180_199773 z=2.8204,,,FITS   d2d,,,1,
gds-rieke-v4,gds-rieke-v4_g235m-f170lp_1207_190136.spec.fits,53.145951,-27.840038,190136,jw01207004001_01_msa.fits,153,G235M_F170LP,7002.7,1.61,4.33,7.9,4.346,56:40.2,0.9.5.dev2+g80b81b4,-,0,1.6083,1.6083,3,Auto,Redshift matches gds-rieke-v3_g140m-f100lp_1207_190136 z=1.6087,,,FITS   d2d,,,1,
gds-barrufet-s156-v4,gds-barrufet-s156-v4_prism-clear_2198_2187.spec.fits,53.16979554,-27.90082645,2187,jw02198004001_01_msa.fits,4,PRISM_CLEAR,2407.2,0.55,5.5,31.4,4.343,31:50.1,0.9.5.dev2+g80b81b4,-,0,2.6726,2.6726,3,Auto,Redshift matches gds-barrufet-s156-v3_prism-clear_2198_2187 z=2.6770,,,FITS   d2d,,,1,
jades-gds05-v4,jades-gds05-v4_g235m-f170lp_1286_202925.spec.fits,53.1630216,-27.7977271,202925,jw01286005001_01_msa.fits,32,G235M_F170LP,8534.5,1.71,3.87,20.4,4.338,50:16.0,0.9.5.dev2+g80b81b4,-,0,1.9981,1.9981,3,Auto,Redshift matches jades-gds05-v3_g395m-f290lp_1286_202925 z=1.9994,,,FITS   d2d,,,1,
jades-gds-w04-v4,jades-gds-w04-v4_g235h-f170lp_1212_1609.spec.fits,53.10464755,-27.84541272,1609,jw01212054001_01_msa.fits,60,G235H_F170LP,1604.8,1.66,2.56,5.5,4.317,59:38.9,0.9.5.dev2+g80b81b4,-,0,1.0442,1.0442,3,Auto,Redshift matches jades-gds-w04-v4_prism-clear_1212_1609 z=1.0460,,,FITS   d2d,,,0,
gds-rieke-v4,gds-rieke-v4_g140m-f100lp_1207_194473.spec.fits,53.15147,-27.825931,194473,jw01207003001_01_msa.fits,154,G140M_F100LP,7002.7,0.96,2.59,11.3,4.221,56:34.1,0.9.5.dev2+g80b81b4,-,0,1.6111,1.6111,3,Auto,Redshift matches gds-rieke-v3_g235m-f170lp_1207_194473 z=1.6120,,,FITS   d2d,,,1,
gds-rieke-v4,gds-rieke-v4_g235m-f170lp_1207_199580.spec.fits,53.1549,-27.809484,199580,jw01207004001_01_msa.fits,125,G235M_F170LP,7002.7,1.61,2.66,6.8,4.214,46:50.8,0.9.5.dev2+g80b81b4,-,0,1.8498,1.8498,3,Auto,Redshift matches gds-rieke-v3_g235m-f170lp_1207_199580 z=1.8498,,,FITS   d2d,,,1,
jades-gds-wide2-v4,jades-gds-wide2-v4_g395m-f290lp_1180_8814.spec.fits,53.1403349,-27.7975937,8814,jw01180134001_04_msa.fits,684,G395M_F290LP,6127.3,2.69,5.5,20.4,4.118,56:43.4,0.9.5.dev2+g80b81b4,-,0,1.7622,1.7622,3,Auto,Redshift matches jades-gds-wide2-v3_g140m-f070lp_1180_8814 z=1.7674,,,FITS   d2d,,,1,
jades-gds04-v4,jades-gds04-v4_prism-clear_1286_161558.spec.fits,53.0544278,-27.8950352,161558,jw01286004001_06_msa.fits,923,PRISM_CLEAR,8534.5,0.55,5.5,41.5,4.11,49:34.7,0.9.5.dev2+g80b81b4,-,0,2.018,2.018,3,Auto,Redshift matches jades-gds04-v3_g140m-f070lp_1286_161558 z=2.0087,,,FITS   d2d,,,1,
jades-gds05-v4,jades-gds05-v4_g395m-f290lp_1286_203438.spec.fits,53.1406158,-27.7956938,203438,jw01286005001_05_msa.fits,699,G395M_F290LP,9191,2.9,5.5,19.6,4.101,50:12.7,0.9.5.dev2+g80b81b4,-,0,1.9056,1.9056,3,Auto,Redshift matches jades-gds05-v3_g395h-f290lp_1286_203438 z=1.9057,,,FITS   d2d,,,1,
jades-gds-w05-v4,jades-gds-w05-v4_prism-clear_1212_4828.spec.fits,53.16143836,-27.81114364,48,jw01212005001_01_msa.fits,48,PRISM_CLEAR,2407.2,0.55,5.5,29.9,4.1,58:52.3,0.9.5.dev2+g80b81b4,CGGu21  z=N/A,1,2.8252,2.8252,3,Auto,Redshift matches jades-gds-w05-v3_g395h-f290lp_b48 z=2.8211,,,FITS   d2d,,,1,
jades-gds04-v4,jades-gds04-v4_g395h-f290lp_1286_161558.spec.fits,53.0544278,-27.8950352,161558,jw01286004001_05_msa.fits,754,G395H_F290LP,8534.5,2.83,4.48,6.4,4.05,49:48.8,0.9.5.dev2+g80b81b4,-,0,2.0076,2.0076,3,Auto,Redshift matches jades-gds04-v3_g140m-f070lp_1286_161558 z=2.0087,,,FITS   d2d,,,1,
jades-gds-w05-v4,jades-gds-w05-v4_prism-clear_1212_4877.spec.fits,53.13230654,-27.81099779,46,jw01212005001_01_msa.fits,46,PRISM_CLEAR,2407.2,0.55,5.5,20,4.046,58:47.6,0.9.5.dev2+g80b81b4,-,0,1.001,1.001,3,Auto,Redshift matches jades-gds-w05-v3_prism-clear_b46 z=1.0017,,,FITS   d2d,,,1,
jades-gds-wide2-v4,jades-gds-wide2-v4_g235m-f170lp_1180_b549.spec.fits,53.16762144,-27.83044257,549,jw01180135001_04_msa.fits,549,G235M_F170LP,3063.7,1.61,3.68,5.1,4.026,14:05.5,0.9.5.dev8+ge2b237b,-,0,1.8974,1.8974,3,GBr,,,,FITS   d2d,,,0,
gds-egami-ddt-v4,gds-egami-ddt-v4_prism-clear_6541_192660.spec.fits,53.1321333,-27.8318046,192660,jw06541001001_01_msa.fits,122,PRISM_CLEAR,24947,0.55,5.5,117,4.022,52:50.2,0.9.5.dev2+g80b81b4,-,0,0.7859,0.7859,3,Auto,Redshift matches gds-egami-ddt-v3_prism-clear_6541_192660 z=0.7821,,,FITS   d2d,,,1,
gds-rieke-v4,gds-rieke-v4_g235m-f170lp_1207_191748.spec.fits,53.10199,-27.834628,191748,jw01207004001_01_msa.fits,55,G235M_F170LP,7002.7,1.61,3.98,16.1,4.001,56:36.8,0.9.5.dev2+g80b81b4,-,0,2.6756,2.6756,3,Auto,Redshift matches gds-rieke-v3_g235m-f170lp_1207_191748 z=2.6756,,,FITS   d2d,,,1,
jades-gds-w07-v4,jades-gds-w07-v4_prism-clear_1212_2453.spec.fits,53.12889965,-27.90373906,129,jw01212007001_01_msa.fits,129,PRISM_CLEAR,2407.2,0.55,5.5,35.1,3.989,57:14.9,0.9.5.dev2+g80b81b4,-,0,2.6869,2.6869,3,Auto,Redshift matches jades-gds-w07-v3_g235h-f170lp_b129 z=2.6796,,,FITS   d2d,,,1,
jades-gds-wide2-v4,jades-gds-wide2-v4_prism-clear_1180_8814.spec.fits,53.1403349,-27.7975937,8814,jw01180134001_02_msa.fits,305,PRISM_CLEAR,7440.3,0.55,5.5,61.8,3.917,56:38.7,0.9.5.dev2+g80b81b4,-,0,1.7687,1.7687,3,Auto,Redshift matches jades-gds-wide2-v3_g140m-f070lp_1180_8814 z=1.7674,,,FITS   d2d,,,1,
jades-gds-w05-v4,jades-gds-w05-v4_prism-clear_1212_1672.spec.fits,53.13718064,-27.8446979,133,jw01212005001_01_msa.fits,133,PRISM_CLEAR,2407.2,0.55,5.5,36.4,3.881,58:44.3,0.9.5.dev2+g80b81b4,-,0,2.0373,2.0373,3,Auto,Redshift matches jades-gds-w05-v3_prism-clear_b133 z=2.0373,,,FITS   d2d,,,1,
jades-gds-wide2-v4,jades-gds-wide2-v4_g395m-f290lp_1180_6259.spec.fits,53.1262016,-27.7996194,6259,jw01180135001_01_msa.fits,116,G395M_F290LP,9191,2.69,5.5,13.9,3.879,58:06.3,0.9.5.dev2+g80b81b4,-,0,1.8848,1.8848,3,Auto,Redshift matches jades-gds-wide2-v3_prism-clear_1180_6259 z=1.8922,,,FITS   d2d,,,1,
jades-gds03-v4,jades-gds03-v4_g140m-f070lp_1286_190909.spec.fits,53.0681289,-27.8371102,190909,jw01286003001_05_msa.fits,768,G140M_F070LP,8534.5,0.66,2.59,4.9,3.87,51:44.6,0.9.5.dev2+g80b81b4,-,0,1.0449,1.0449,3,Auto,Redshift matches jades-gds03-v3_g235m-f170lp_1286_190909 z=1.0447,,,FITS   d2d,,,1,
jades-gds-w05-v4,jades-gds-w05-v4_prism-clear_1212_859.spec.fits,53.16465161,-27.85338683,152,jw01212005001_01_msa.fits,152,PRISM_CLEAR,2407.2,0.55,5.5,17.6,3.856,59:29.7,0.9.5.dev2+g80b81b4,-,0,1.1241,1.1241,3,Auto,Redshift matches jades-gds-w05-v3_prism-clear_b152 z=1.1240,,,FITS   d2d,,,1,
jades-gds04-v4,jades-gds04-v4_g140m-f070lp_1286_165698.spec.fits,53.0630411,-27.8832513,165698,jw01286004001_05_msa.fits,722,G140M_F070LP,8534.5,0.66,2.57,16.3,3.854,49:55.3,0.9.5.dev2+g80b81b4,-,0,1.8761,1.8761,3,Auto,Redshift matches jades-gds04-v3_g140m-f070lp_1286_165698 z=1.8766,,,FITS   d2d,,,1,
jades-gds-wide2-v4,jades-gds-wide2-v4_g395m-f290lp_1180_14274.spec.fits,53.1697054,-27.7970858,14274,jw01180135001_04_msa.fits,589,G395M_F290LP,9191,3.4,5.5,7.2,3.815,54:54.0,0.9.5.dev2+g80b81b4,-,0,2.0824,2.0824,3,Auto,Redshift matches jades-gds-wide2-v3_g395m-f290lp_1180_14274 z=2.0829,,,FITS   d2d,,,1,
jades-gds-wide3-v4,jades-gds-wide3-v4_g140m-f070lp_1180_197911.spec.fits,53.1653142,-27.8141396,197911,jw01180136001_04_msa.fits,616,G140M_F070LP,6127.3,0.66,2.58,11.2,3.781,57:21.6,0.9.5.dev2+g80b81b4,-,0,3.0638,3.0638,3,Auto,Redshift matches jades-gds-wide3-v3_g395m-f290lp_1180_197911 z=3.0638,,,FITS   d2d,,,1,
jades-gds05-v4,jades-gds05-v4_prism-clear_1286_203438.spec.fits,53.1406158,-27.7956938,203438,jw01286005001_03_msa.fits,380,PRISM_CLEAR,8534.5,0.55,5.5,58.5,3.775,50:08.2,0.9.5.dev2+g80b81b4,-,0,1.9074,1.9074,3,Auto,Redshift matches jades-gds05-v3_g395h-f290lp_1286_203438 z=1.9057,,,FITS   d2d,,,1,
jades-gds-w04-v4,jades-gds-w04-v4_prism-clear_1212_5389.spec.fits,53.10531905,-27.87523207,5389,jw01212054001_01_msa.fits,4,PRISM_CLEAR,2407.2,0.55,5.5,15.9,3.757,59:55.9,0.9.5.dev2+g80b81b4,-,0,2.6783,2.6778,3,GBr,interactive fit 1 48 1.3 21,,,FITS   d2d,,,1,
jades-gds-w06-v4,jades-gds-w06-v4_prism-clear_1212_3966.spec.fits,53.11643167,-27.87660853,47,jw01212006001_01_msa.fits,47,PRISM_CLEAR,2407.2,0.55,5.5,25.4,3.738,58:00.6,0.9.5.dev2+g80b81b4,-,0,0.3774,0.3774,3,Auto,Redshift matches jades-gds-w06-v3_g235h-f170lp_b47 z=0.3790,,,FITS   d2d,,,1,
jades-gds-wide2-v4,jades-gds-wide2-v4_g235m-f170lp_1180_8814.spec.fits,53.1403349,-27.7975937,8814,jw01180134001_04_msa.fits,684,G235M_F170LP,6127.3,1.61,4.35,14.2,3.713,56:50.1,0.9.5.dev2+g80b81b4,-,0,1.7662,1.7662,3,Auto,Redshift matches jades-gds-wide2-v3_g140m-f070lp_1180_8814 z=1.7674,,,FITS   d2d,,,1,
jades-gds-wide2-v4,jades-gds-wide2-v4_g235m-f170lp_1180_b702.spec.fits,53.16762196,-27.83044371,702,jw01180135001_05_msa.fits,702,G235M_F170LP,3063.7,1.61,3.67,5.1,3.67,14:20.3,0.9.5.dev8+ge2b237b,-,0,1.8978,1.8978,3,GBr,,,,FITS   d2d,,,0,
gds-rieke-v4,gds-rieke-v4_g140m-f100lp_1207_200754.spec.fits,53.130352,-27.805685,200754,jw01207003001_01_msa.fits,90,G140M_F100LP,7002.7,0.96,2.57,4.2,3.661,57:32.5,0.9.5.dev2+g80b81b4,-,0,1.1721,1.1721,3,Auto,Redshift matches gds-rieke-v3_g140m-f100lp_1207_200754 z=1.1727,,,FITS   d2d,,,1,
jades-gds06-v4,jades-gds06-v4_g140m-f070lp_1286_163028.spec.fits,53.0996295,-27.8906687,163028,jw01286006001_04_msa.fits,568,G140M_F070LP,8534.5,0.66,2.35,12.8,3.654,51:45.8,0.9.5.dev2+g80b81b4,-,0,1.5876,1.5876,3,Auto,Redshift matches jades-gds02-v3_g140m-f070lp_1286_163028 z=1.5880,,,FITS   d2d,,,1,
jades-gds-w05-v4,jades-gds-w05-v4_prism-clear_1212_8284.spec.fits,53.12444516,-27.85170736,147,jw01212005001_01_msa.fits,147,PRISM_CLEAR,2407.2,0.55,5.5,34.6,3.641,59:12.9,0.9.5.dev2+g80b81b4,-,0,3.7123,3.7123,3,Auto,Redshift matches jades-gds-w05-v3_g395h-f290lp_b147 z=3.7039,,,FITS   d2d,,,1,
jades-gds06-v4,jades-gds06-v4_g140m-f070lp_1286_171147.spec.fits,53.0556264,-27.874064,171147,jw01286006001_04_msa.fits,633,G140M_F070LP,8534.5,0.66,2.58,8.6,3.639,51:54.7,0.9.5.dev2+g80b81b4,-,0,2.5637,2.5637,3,Auto,Redshift matches jades-gds06-v3_prism-clear_1286_171147 z=2.5545,,,FITS   d2d,,,1,
jades-gds04-v4,jades-gds04-v4_g140m-f070lp_1286_163028.spec.fits,53.0996295,-27.8906687,163028,jw01286004001_04_msa.fits,540,G140M_F070LP,5689.7,0.66,2.27,17.4,3.633,47:44.0,0.9.5.dev2+g80b81b4,-,0,1.588,1.588,3,Auto,Redshift matches jades-gds02-v3_g140m-f070lp_1286_163028 z=1.5880,,,FITS   d2d,,,1,
jades-gds-wide2-v4,jades-gds-wide2-v4_prism-clear_1180_14274.spec.fits,53.1697054,-27.7970858,14274,jw01180135001_06_msa.fits,902,PRISM_CLEAR,11160.5,0.55,5.5,38,3.609,54:49.1,0.9.5.dev2+g80b81b4,-,0,2.0853,2.0853,3,Auto,Redshift matches jades-gds-wide2-v3_g395m-f290lp_1180_14274 z=2.0829,,,FITS   d2d,,,1,
jades-gds05-v4,jades-gds05-v4_g395h-f290lp_1286_203438.spec.fits,53.1406158,-27.7956938,203438,jw01286005001_05_msa.fits,699,G395H_F290LP,8534.5,2.88,4.24,8.8,3.566,50:24.9,0.9.5.dev2+g80b81b4,-,0,1.9054,1.9054,3,Auto,Redshift matches jades-gds05-v3_g395h-f290lp_1286_203438 z=1.9057,,,FITS   d2d,,,1,
gds-rieke-v4,gds-rieke-v4_g235m-f170lp_1207_196290.spec.fits,53.148856,-27.821183,196290,jw01207003001_01_msa.fits,134,G235M_F170LP,7002.7,1.61,4.34,10.1,3.565,56:30.5,0.9.5.dev2+g80b81b4,CGGu21  z=N/A,1,2.5815,2.5815,3,Auto,Redshift matches gds-rieke-v3_g140m-f100lp_1207_196290 z=2.5827,,,FITS   d2d,,,1,
jades-gds06-v4,jades-gds06-v4_g395m-f290lp_1286_180575.spec.fits,53.0854721,-27.85817,180575,jw01286006001_01_msa.fits,56,G395M_F290LP,8534.5,2.69,5.5,10.2,3.522,51:24.8,0.9.5.dev2+g80b81b4,-,0,3.4741,3.4741,3,Auto,Redshift matches jades-gds06-v3_prism-clear_1286_180575 z=3.4780,,,FITS   d2d,,,1,
jades-gds-wide2-v4,jades-gds-wide2-v4_g235m-f170lp_1180_14274.spec.fits,53.1697054,-27.7970858,14274,jw01180135001_05_msa.fits,742,G235M_F170LP,9191,2.06,4.23,5.4,3.521,54:59.9,0.9.5.dev2+g80b81b4,-,0,2.0829,2.0829,3,Auto,Redshift matches jades-gds-wide2-v3_g395m-f290lp_1180_14274 z=2.0829,,,FITS   d2d,,,1,
gds-deep-v4,gds-deep-v4_prism-clear_1210_36017.spec.fits,53.1059725,-27.8084687,36017,jw01210001003_02_msa.fits,273,PRISM_CLEAR,99788,0.55,5.5,231.5,3.446,36:43.8,0.9.5.dev2+g80b81b4,ABu23  z=2.016,1,2.0189,2.0189,3,Auto,Redshift matches gds-deep-v3_prism-clear_1210_36017 z=2.0162,,,FITS   d2d,,,1,
